,COUNTRY,YEAR,HEALTH_EXPENDITURE_PER_CAPITA,LIFE_EXPECTANCY_AT_BIRTH,GOV_DEBT_PCT_OF_GDP,GDP_PER_CAPITA,IMPORTS_PCT_OF_GDP,GOV_ED_SPEND_PCT_GDP,CHAOS
4225,Solomon Islands,1992,NA,57.8211219512,NA,1147.867918438,62.2667027319,NA,52
4226,Sierra Leone,1992,NA,36.2870731707,113.1499362468,173.0635021735,32.90193203,NA,92
4227,El Salvador,1992,NA,67.5016097561,NA,1104.3292257511,32.4348833694,NA,12
4228,Suriname,1992,NA,67.6510731707,NA,955.2095039332,33.7716262976,NA,4
4229,Slovak Republic,1992,NA,71.7951219512,NA,2908.8108322784,69.7293093289,NA,34
4230,Sweden,1992,NA,77.9987804878,NA,32338.5039496678,25.0010584659,NA,70
4231,Swaziland,1992,NA,58.9774634146,NA,1415.0233815648,76.0928698043,NA,34
4232,Seychelles,1992,NA,70.6707317073,NA,6051.9864607058,44.159328291,NA,8
4233,Syrian Arab Republic,1992,NA,70.955097561,NA,1005.1098091477,37.6315152167,NA,43
4234,Chad,1992,NA,46.3603902439,NA,296.3458445088,24.8138136398,NA,77
4235,Togo,1992,NA,55.6976829268,NA,424.9015675758,36.1516434262,NA,16
4236,Thailand,1992,NA,70.5347073171,10.8789951587,1929.533107572,40.9821700246,NA,47
4237,Tajikistan,1992,NA,62.433195122,NA,390.4736264034,12.549452473,NA,34
4238,Turkmenistan,1992,NA,62.7061463415,NA,824.4621526374,38.1875,NA,64
4239,Tonga,1992,NA,69.7972195122,NA,1436.4373728013,48.9888541069,NA,49
4240,Trinidad and Tobago,1992,NA,68.1916341463,NA,4297.6315073701,29.2909529815,NA,62
4241,Tunisia,1992,NA,70.756097561,55.4991317544,1825.3791323565,46.4650002189,NA,9
4242,Turkey,1992,NA,65.3002195122,34.017275062,2839.2028449876,17.3451299105,NA,10
4243,Tanzania,1992,NA,49.8234390244,NA,173.992083732,39.3535774719,NA,63
4244,Uganda,1992,NA,46.640902439,NA,153.862300071,24.2910552463,NA,66
4245,Ukraine,1992,NA,68.8780487805,NA,1378.6397287298,21.9899657245,NA,32
4246,Upper middle income,1992,NA,69.1285513142,NA,1357.8863252841,23.0542998093,NA,42
4247,Uruguay,1992,NA,72.9073170732,23.6047773194,4082.0285068699,19.6254688128,NA,10
4248,United States,1992,NA,75.642195122,45.9165424306,25492.9516517617,10.2119967293,NA,80
4249,Uzbekistan,1992,NA,66.3592682927,NA,603.3520152964,43.1840121292,NA,42
4250,St. Vincent and the Grenadines,1992,NA,70.3681463415,NA,2573.6253470904,58.1710730029,NA,84
4251,"Venezuela, RB",1992,NA,71.4566829268,NA,2810.1724036734,28.9087477789,NA,63
4252,Vietnam,1992,NA,71.170804878,NA,144.1486585438,38.8312898757,NA,75
4253,Vanuatu,1992,NA,64.1034146341,NA,1263.4633991756,55.2762915337,NA,10
4254,World,1992,NA,65.9972397678,NA,4645.273232118,20.7853169537,NA,70
4255,"Yemen, Rep.",1992,NA,58.4186341463,NA,488.0066833519,29.9385234501,NA,65
4256,South Africa,1992,NA,62.3251707317,41.5514791953,3557.1286845511,17.3021690016,NA,80
4257,"Congo, Dem. Rep.",1992,NA,47.2722682927,128.7752299971,NA,17.5141242938,NA,9
4258,Zimbabwe,1992,NA,56.5442195122,59.3143780924,612.672013265,36.4852305842,NA,44
4259,Angola,1993,NA,41.478195122,NA,NA,55.3903345725,NA,27
4260,Albania,1993,NA,71.9358536585,NA,380.5273710843,62.2925456463,NA,23
4261,Arab World,1993,NA,65.6337067038,NA,1993.3122716471,31.9900016201,NA,48
4262,Argentina,1993,NA,72.2156585366,NA,6940.3513753902,9.3137998718,NA,54
4263,Armenia,1993,NA,68.0695609756,NA,356.5073514422,60.7541713992,NA,38
4264,Antigua and Barbuda,1993,NA,71.8658536585,NA,7037.9391539286,90.7151340608,NA,66
4265,Australia,1993,NA,77.8780487805,17.8843970737,17657.2442411201,17.9260667435,NA,23
4266,Austria,1993,NA,76.1063414634,NA,24023.515467019,31.8510351883,NA,25
4267,Azerbaijan,1993,NA,64.1540243902,NA,530.0903798068,75.9883373015,NA,73
4268,Burundi,1993,NA,46.4174390244,117.6309794284,155.9216027018,27.1610357564,NA,43
4269,Belgium,1993,NA,76.3453658537,4.4884981152,22403.2168180008,52.678808274,NA,16
4270,Benin,1993,NA,54.5949756098,NA,407.4501585468,32.9174160969,NA,56
4271,Burkina Faso,1993,NA,49.2596585366,NA,244.1271501687,20.6735406721,NA,3
4272,Bangladesh,1993,NA,61.6004146341,NA,292.3645262582,14.1043140341,NA,85
4273,Bulgaria,1993,NA,71.3468292683,NA,1278.2471734611,45.8347273336,NA,11
4274,Bahrain,1993,NA,73.123902439,19.347414719,9707.5669553527,80.7292998517,NA,2
4275,"Bahamas, The",1993,NA,71.0481463415,NA,11402.651522136,51.3932729625,NA,43
4276,Belarus,1993,NA,68.9707317073,5.186132424,1590.0354090294,83.3668249909,NA,96
4277,Belize,1993,NA,70.5166097561,35.326531314,2833.0756774536,50.1844082855,NA,79
4278,Bolivia,1993,NA,60.2517804878,NA,788.3991365374,28.3863600301,NA,83
4279,Brazil,1993,NA,67.700804878,NA,2774.174126945,9.0960460546,NA,78
4280,Barbados,1993,NA,71.5642439024,NA,7842.4119249139,36.2168674699,NA,9
4281,Brunei Darussalam,1993,NA,74.4590243902,NA,14678.0715929009,51.763641845,NA,4
4282,Bhutan,1993,NA,54.8655609756,39.3324210004,453.3890922583,44.0936209494,NA,21
4283,Botswana,1993,NA,60.3665609756,12.4450599461,2772.7327735196,39.1124078091,NA,77
4284,Central African Republic,1993,NA,44.7377560976,NA,403.2931148771,22.8890674753,NA,11
4285,Canada,1993,NA,77.6851219512,75.2209216124,20017.4298480977,29.1127680605,NA,59
4286,Switzerland,1993,NA,78.0853658537,17.8187075803,38005.3234464037,36.3281649429,NA,92
4287,Chile,1993,NA,74.4367804878,NA,3461.4350919395,28.6188853661,NA,10
4288,China,1993,NA,69.9906585366,NA,377.3895183193,16.8510005827,NA,46
4289,Cote d'Ivoire,1993,NA,51.094,NA,818.2228302727,25.9060689749,NA,58
4290,Cameroon,1993,NA,53.5248292683,NA,1027.5673529387,15.5654627578,NA,10
4291,"Congo, Rep.",1993,NA,53.7140731707,NA,743.4105750148,31.3398237074,NA,91
4292,Colombia,1993,NA,68.8656341463,NA,1541.7122842364,18.7593258557,NA,29
4293,Comoros,1993,NA,56.2645365854,NA,581.5867023078,37.7117054347,NA,5
4294,Costa Rica,1993,NA,76.3503414634,NA,2854.6193457266,42.2397396526,NA,85
4295,Cuba,1993,NA,74.9589268293,NA,2071.5108911083,15.7216204592,NA,78
4296,Cyprus,1993,NA,76.9782682927,100.3304422756,10526.1417696747,47.9250010692,NA,8
4297,Czech Republic,1993,NA,72.767804878,16.0032484073,3916.051656017,39.1652843203,NA,98
4298,Germany,1993,NA,75.8707317073,NA,25488.5195189314,20.2898973435,NA,69
4299,Djibouti,1993,NA,57.0035853659,NA,729.0950137745,64.2076337795,NA,79
4300,Dominica,1993,NA,NA,NA,2814.6691737732,61.0149132371,NA,87
4301,Denmark,1993,NA,75.1168292683,78.366513473,27553.1220287366,29.2170898452,NA,59
4302,Dominican Republic,1993,NA,69.1906341463,NA,1704.8506969028,42.0465201156,NA,2
4303,Algeria,1993,NA,67.421,NA,1797.5418035855,23.1389363737,NA,24
4304,Ecuador,1993,NA,70.2987560976,NA,1729.3737086967,23.1353775913,NA,18
4305,"Egypt, Arab Rep.",1993,NA,65.8099512195,NA,774.910867286,30.0902061856,NA,91
4306,Euro area,1993,NA,76.6187892757,NA,19566.0951204698,24.2245749782,NA,56
4307,Eritrea,1993,NA,50.6896829268,NA,148.4927895566,71.5033107169,NA,56
4308,Spain,1993,NA,77.5465853659,46.8260054637,13362.0183458364,19.1992210728,NA,58
4309,European Union,1993,NA,75.3692062931,NA,16215.3966614043,24.6425716528,NA,7
4310,Finland,1993,NA,75.7051219512,51.60067094,17617.0304386654,26.7714698885,NA,79
4311,Fiji,1993,NA,66.2241463415,36.5528455285,2166.0584634503,59.4487408289,NA,84
4312,France,1993,NA,77.3,NA,22503.2608510696,18.9613585463,NA,91
4313,Gabon,1993,NA,61.3594634146,NA,4245.5142453132,34.5484230292,NA,68
4314,United Kingdom,1993,NA,76.3853658537,35.3135500061,18389.0195675099,24.3215539171,NA,14
4315,Georgia,1993,NA,69.9823414634,NA,550.0155426092,71.7501478938,NA,86
4316,Ghana,1993,NA,57.579804878,NA,375.0653336379,36.4152010537,NA,53
4317,Guinea,1993,NA,51.3555365854,NA,458.2536495564,28.083845162,NA,51
4318,"Gambia, The",1993,NA,52.9951219512,NA,748.8302522829,36.4379064785,NA,63
4319,Guinea-Bissau,1993,NA,50.0540487805,NA,209.6835936268,32.7168642223,NA,89
4320,Equatorial Guinea,1993,NA,47.3267804878,NA,325.155281449,136.4031428361,NA,88
4321,Greece,1993,NA,77.3902439024,NA,10401.9829861914,22.9781312416,NA,42
4322,Grenada,1993,NA,68.9913902439,NA,2545.8206268363,68.089388782,NA,97
4323,Guatemala,1993,NA,63.8563902439,13.6225081203,1156.1733888581,26.0758970458,NA,56
4324,Guyana,1993,NA,62.5711707317,NA,614.3454503754,137.2258563624,NA,65
4325,High income,1993,NA,74.5604148352,NA,21148.5606889373,19.6982220222,NA,91
4326,"Hong Kong SAR, China",1993,NA,78.0317073171,NA,20395.5173666776,128.3105444625,NA,82
4327,Honduras,1993,NA,68.0087560976,NA,654.7505193349,43.7039975318,NA,81
4328,Heavily indebted poor countries (HIPC),1993,NA,49.9948466759,NA,307.2996062107,27.6573613898,NA,49
4329,Haiti,1993,NA,55.4339756098,NA,249.4128128647,37.9069165012,NA,79
4330,Hungary,1993,NA,69.1012195122,86.3689535653,3862.5300052473,30.4276400876,NA,68
4331,Indonesia,1993,NA,64.6903414634,37.4975613971,827.8103472177,23.7685506468,NA,42
4332,India,1993,NA,59.4677804878,50.8677440401,307.4110432417,9.6481238249,NA,10
4333,Ireland,1993,NA,75.2964390244,NA,14671.5648753562,53.1759745449,NA,34
4334,"Iran, Islamic Rep.",1993,NA,66.5904634146,NA,1083.856647277,20.6307526777,NA,16
4335,Iraq,1993,NA,70.4093170732,NA,NA,0.4691480005,NA,84
4336,Iceland,1993,NA,78.9346341463,42.7130628539,23772.291222982,28.9807186151,NA,1
4337,Israel,1993,NA,77.1536585366,135.5040342331,12530.99864404,48.5662682107,NA,87
4338,Italy,1993,NA,77.51,NA,18676.9526438714,17.412551287,NA,48
4339,Jamaica,1993,NA,70.3676097561,118.7206013029,1990.8719295231,55.6282942924,NA,55
4340,Jordan,1993,NA,70.5687560976,125.6132469697,1416.6106809741,80.1524248616,NA,100
4341,Japan,1993,NA,79.2936585366,NA,35451.2975115738,6.8667054897,NA,17
4342,Kazakhstan,1993,NA,66.7268292683,NA,1433.4615343114,46.7391267406,NA,99
4343,Kenya,1993,NA,57.5295121951,NA,222.724054761,33.9548511938,NA,57
4344,Kyrgyz Republic,1993,NA,67.1926829268,NA,449.0657901887,41.175042486,NA,71
4345,Cambodia,1993,NA,56.4541463415,NA,253.1931945906,32.6671841528,NA,71
4346,Kiribati,1993,NA,61.7522682927,NA,619.6300235467,62.2157847105,NA,59
4347,St. Kitts and Nevis,1993,NA,NA,NA,5967.9701692322,56.3856684189,NA,8
4348,"Korea, Rep.",1993,NA,72.6819512195,9.2169208911,8869.0207606918,24.148504372,NA,63
4349,Kuwait,1993,NA,72.6734878049,NA,NA,44.2858499845,NA,16
4350,Lao PDR,1993,NA,56.5012926829,NA,287.2867048835,31.1671927481,NA,20
4351,Lebanon,1993,NA,71.2462195122,NA,2597.5933536432,70.8021019785,NA,90
4352,Libya,1993,NA,69.6178292683,NA,6533.9858197899,31.5473639091,NA,59
4353,St. Lucia,1993,NA,71.2145121951,NA,3426.5810743609,73.5931289895,NA,80
4354,Least developed countries: UN classification,1993,NA,52.8625901859,NA,251.870286072,27.7521738516,NA,39
4355,Low income,1993,NA,53.9055659741,NA,233.2812087139,30.3750789752,NA,36
4356,Sri Lanka,1993,NA,69.7167317073,96.7978140983,583.183643714,43.346511465,NA,90
4357,Lower middle income,1993,NA,60.8252214957,53.1319828474,455.2057912692,21.1572654766,NA,97
4358,Low & middle income,1993,NA,63.825156136,NA,910.8739748589,21.0447242671,NA,74
4359,Lesotho,1993,NA,59.095097561,NA,493.4237063409,126.1466709075,NA,50
4360,Luxembourg,1993,NA,75.712195122,2.8104577194,41362.4425360461,77.9944634545,NA,19
4361,"Macao SAR, China",1993,NA,76.0244146341,NA,13713.3058537843,62.6995910331,NA,45
4362,Morocco,1993,NA,66.1401463415,74.1231315612,1192.1798115377,27.6077037583,NA,54
4363,Moldova,1993,NA,67.0670487805,NA,NA,29.7240966502,NA,8
4364,Madagascar,1993,NA,53.022804878,125.6212384534,266.5990563414,24.6153262431,NA,34
4365,Maldives,1993,NA,63.0096097561,45.5515611289,1331.9282741147,79.7253488833,NA,24
4366,Mexico,1993,NA,71.9778292683,20.2446701474,5544.9326563842,13.8243699665,NA,27
4367,Middle income,1993,NA,65.2446339521,NA,968.7900069439,20.9444765329,NA,95
4368,"Macedonia, FYR",1993,NA,71.6709268293,NA,1297.8593793467,54.6941820288,NA,59
4369,Mali,1993,NA,47.3422926829,NA,308.6345744335,30.3920994268,NA,66
4370,Malta,1993,NA,76.6024390244,66.6405170627,7428.4305266263,94.0932502547,NA,4
4371,Myanmar,1993,NA,59.745195122,NA,NA,2.1989577618,NA,45
4372,Mongolia,1993,NA,60.8477804878,41.4415301033,339.5193867431,70.4098697731,NA,21
4373,Mozambique,1993,NA,44.8065853659,NA,162.0765428632,50.2378900756,NA,63
4374,Mauritania,1993,NA,58.9251463415,NA,567.5889709525,29.9938437567,NA,20
4375,Mauritius,1993,NA,70.1073170732,30.104219974,2973.7978209964,64.2815803605,NA,94
4376,Malawi,1993,NA,47.0317317073,NA,213.5208354447,32.2219709468,NA,82
4377,Malaysia,1993,NA,71.4352195122,55.692160197,3395.5259469214,79.0206338237,NA,50
4378,North America,1993,NA,75.6457449588,50.56563817,25822.0803876124,12.1588870252,NA,54
4379,Namibia,1993,NA,60.9770487805,NA,2063.8135150694,49.9956503812,NA,72
4380,New Caledonia,1993,NA,71.656097561,NA,16640.8023536798,30.2653136843,NA,29
4381,Niger,1993,NA,45.7653170732,NA,183.9772967403,18.0973687669,NA,56
4382,Nigeria,1993,NA,46.0728292683,NA,153.0756654876,24.2799865729,NA,33
4383,Nicaragua,1993,NA,66.2391463415,NA,396.7974008734,47.8580399088,NA,70
4384,Netherlands,1993,NA,76.9165853659,57.2622241487,22827.3000431587,46.4821820183,NA,90
4385,Norway,1993,NA,77.1517073171,31.5607902736,27963.6652188271,30.8908113163,NA,35
4386,Nepal,1993,NA,57.3570487805,63.6815382339,180.1850078558,28.7566170695,NA,16
4387,New Zealand,1993,NA,76.4341463415,NA,13094.1906250147,26.9515453922,NA,65
4388,OECD members,1993,NA,75.2771305248,NA,19626.6226095196,17.6780664285,NA,94
4389,Oman,1993,NA,68.9466585366,27.3086851528,6046.2302650483,38.0547922392,NA,97
4390,Pakistan,1993,NA,62.0318292683,79.4185625198,441.5721331324,22.4408701608,NA,13
4391,Panama,1993,NA,73.7168292683,NA,3341.2777853475,95.4779991873,NA,71
4392,Peru,1993,NA,67.0134878049,69.9612520661,1516.4671033122,16.6047333793,NA,63
4393,Philippines,1993,NA,65.7145365854,67.1312896883,815.6645634038,39.806857711,NA,65
4394,Palau,1993,NA,NA,NA,4644.0501682472,55.5943457125,NA,14
4395,Papua New Guinea,1993,NA,56.7384634146,44.3261901338,1110.2450783797,36.9460274085,NA,87
4396,Poland,1993,NA,71.5951219512,NA,2497.1952411669,20.1210111255,NA,38
4397,Puerto Rico,1993,NA,73.9208780488,NA,10212.2767630564,59.3243309708,NA,3
4398,Portugal,1993,NA,74.512195122,8.2449261967,9535.5948491087,30.5720757234,NA,13
4399,Paraguay,1993,NA,68.5508536585,NA,1596.1448794593,53.6834560283,NA,97
4400,French Polynesia,1993,NA,69.7845609756,NA,17732.7484168018,24.6193222547,NA,55
4401,Romania,1993,NA,69.5634146341,NA,1158.1325159134,27.9874025494,NA,7
4402,Russian Federation,1993,NA,64.9358536585,NA,2929.4621185755,30.4938487552,NA,27
4403,Rwanda,1993,NA,26.7637804878,NA,312.9228527771,20.5037610281,NA,12
4404,South Asia,1993,NA,59.9331771351,55.106982781,318.5618712337,12.2422714296,NA,3
4405,Saudi Arabia,1993,NA,70.3327804878,NA,7386.6682125028,33.6608696179,NA,30
4406,Sudan,1993,NA,56.0811707317,NA,313.6932870484,7.2356688979,NA,73
4407,Senegal,1993,NA,57.5113658537,NA,689.6680371172,29.3725552598,NA,86
4408,Singapore,1993,NA,76.9556341463,72.8302522209,18302.430396422,151.6627801958,NA,36
4409,Solomon Islands,1993,NA,58.4545853659,NA,1210.4133735577,68.8296816551,NA,25
4410,Sierra Leone,1993,NA,35.953902439,97.8200829244,197.4406409429,28.5772895318,NA,63
4411,El Salvador,1993,NA,68.071195122,NA,1270.2692904984,34.1078120496,NA,57
4412,Suriname,1993,NA,67.7120731707,NA,995.1105187666,22.2429521915,NA,18
4413,Slovak Republic,1993,NA,72.4487804878,NA,3089.4382764857,59.6627140786,NA,92
4414,Sweden,1993,NA,78.0604878049,NA,24080.8996705645,27.9331338797,NA,48
4415,Swaziland,1993,NA,58.3843902439,NA,1465.3118422177,76.3768608375,NA,29
4416,Seychelles,1993,NA,NA,NA,6517.8146285132,50.287424662,NA,70
4417,Syrian Arab Republic,1993,NA,71.2851707317,NA,1010.0533641824,40.903916569,NA,14
4418,Chad,1993,NA,46.3712682927,NA,223.1712788038,29.32388722,NA,92
4419,Togo,1993,NA,55.450195122,NA,302.2241022157,32.094578511,NA,51
4420,Thailand,1993,NA,70.5305365854,8.1862109266,2213.1693791403,40.9286645162,NA,88
4421,Tajikistan,1993,NA,62.3181463415,NA,292.7514705259,41.6410123581,NA,52
4422,Turkmenistan,1993,NA,62.7713658537,NA,796.415844463,61.372255489,NA,70
4423,Tonga,1993,NA,69.9007317073,NA,1449.6701041857,47.5494339229,NA,27
4424,Trinidad and Tobago,1993,NA,68.2641219512,58.8864912932,3681.5495730079,30.9855326321,NA,20
4425,Tunisia,1993,NA,70.7536585366,59.3098274569,1704.2237577848,47.9656284526,NA,68
4426,Turkey,1993,NA,65.837902439,33.6982232562,3177.1790770864,19.3432849256,NA,36
4427,Tanzania,1993,NA,49.5370731707,NA,155.7450589109,47.7076108525,NA,93
4428,Uganda,1993,NA,46.2970731707,NA,167.9265898024,21.1773115607,NA,91
4429,Ukraine,1993,NA,67.8780487805,NA,1257.3498549306,26.1908776379,NA,49
4430,Upper middle income,1993,NA,69.3213419531,NA,1456.9827999337,20.8845732571,NA,99
4431,Uruguay,1993,NA,73.1063902439,21.8791430371,4720.3807863694,19.558950912,NA,28
4432,United States,1993,NA,75.4195121951,48.1047485883,26464.852511744,10.4666887057,NA,86
4433,Uzbekistan,1993,NA,66.2722682927,NA,596.9835856126,30.5336475174,NA,16
4434,St. Vincent and the Grenadines,1993,NA,70.4666097561,NA,2648.6194326838,56.9045669702,NA,26
4435,"Venezuela, RB",1993,NA,71.6030731707,NA,2733.4560869703,27.1811948251,NA,34
4436,Vietnam,1993,NA,71.498097561,NA,189.2605154131,37.4894834389,NA,100
4437,Vanuatu,1993,NA,64.5593414634,NA,1176.8704519041,55.2368041282,NA,50
4438,World,1993,NA,66.0833480799,NA,4654.2110872129,20.0978178068,NA,47
4439,"Yemen, Rep.",1993,NA,58.7028780488,NA,384.874189826,38.2135839025,NA,100
4440,South Africa,1993,NA,62.1937317073,43.7839909256,3584.0993416059,17.2981864534,NA,14
4441,"Congo, Dem. Rep.",1993,NA,47.0472682927,103.9872236293,NA,9.1010401189,NA,100
4442,Zimbabwe,1993,NA,54.9222926829,58.9767183387,583.112539657,32.4474478883,NA,97
4443,Aruba,1994,NA,73.5357560976,NA,17342.4719395745,75.5564888702,NA,43
4444,Angola,1994,NA,41.7162439024,NA,490.335481338,75.8465011287,NA,47
4445,Albania,1994,NA,72.0419512195,NA,619.0651634471,38.9503248047,NA,26
4446,Arab World,1994,NA,65.9689843146,NA,1987.1598664792,29.2942753329,NA,52
4447,Argentina,1994,NA,72.4413902439,NA,7449.4806053363,10.6043155687,NA,94
4448,Armenia,1994,NA,68.3766585366,NA,399.7512025223,73.1007908707,NA,23
4449,Antigua and Barbuda,1994,NA,72.093,NA,7514.4836797729,57.2712999171,NA,73
4450,Australia,1994,NA,77.8780487805,20.1885923084,18079.2639426659,18.5047630273,NA,11
4451,Austria,1994,NA,76.4570731707,NA,25584.9178245938,33.8816222839,NA,54
4452,Azerbaijan,1994,NA,64.2815853659,NA,436.190558582,30.6300566834,NA,74
4453,Burundi,1994,NA,46.4309268293,117.0125899339,150.8028052231,28.4817585329,NA,92
4454,Belgium,1994,NA,76.6917073171,4.5719248567,24338.1377018161,54.5730197115,NA,25
4455,Benin,1994,NA,54.7500731707,NA,276.1591189101,36.0734606363,NA,97
4456,Burkina Faso,1994,NA,49.2777073171,NA,193.0702756343,25.0276010932,NA,90
4457,Bangladesh,1994,NA,62.1451707317,NA,291.3258679342,13.8643209083,NA,43
4458,Bulgaria,1994,NA,71.2087804878,NA,1148.4943993817,45.672564688,NA,66
4459,Bahrain,1994,NA,73.3375121951,17.8800029674,10138.4745861281,73.9849014051,NA,81
4460,"Bahamas, The",1994,NA,71.154804878,NA,11812.1223763424,53.3804848113,NA,37
4461,Bosnia and Herzegovina,1994,NA,66.8334634146,NA,314.5596046786,86.3989382619,NA,45
4462,Belarus,1994,NA,68.7682926829,75.9548591597,1460.0175436025,84.104601758,NA,100
4463,Belize,1994,NA,70.3047560976,37.1674972976,2880.1540078739,52.4382053828,NA,55
4464,Bolivia,1994,NA,60.682902439,59.1717239568,806.2211258916,27.1975393849,NA,3
4465,Brazil,1994,NA,68.0946585366,NA,3482.5298163741,9.6678540699,NA,21
4466,Barbados,1994,NA,71.7851463415,NA,8148.3440732209,38.1557661197,NA,52
4467,Brunei Darussalam,1994,NA,74.6963658537,NA,14220.6363441058,48.4062149608,NA,6
4468,Bhutan,1994,NA,55.6636097561,32.9392012292,529.5484885852,39.4260414227,NA,87
4469,Botswana,1994,NA,59.0937073171,12.0423976352,2767.3537402707,40.3582110437,NA,58
4470,Central African Republic,1994,NA,44.4100243902,NA,261.6021372142,25.0186213434,NA,10
4471,Canada,1994,NA,77.8619512195,75.9662675568,19859.2039778368,31.6190990074,NA,95
4472,Switzerland,1994,NA,78.35,18.9640335877,41738.9701947029,36.4879459939,NA,20
4473,Chile,1994,NA,74.7092926829,NA,3942.967593861,26.5742305306,NA,34
4474,China,1994,NA,70.1478292683,NA,473.4927622253,20.553409438,NA,51
4475,Cote d'Ivoire,1994,NA,50.371097561,NA,595.7925412358,29.3092561527,NA,37
4476,Cameroon,1994,NA,53.3968780488,NA,680.6371437294,16.9032484161,NA,81
4477,"Congo, Rep.",1994,NA,53.297195122,NA,667.6941418342,74.2192271672,NA,62
4478,Colombia,1994,NA,69.1295853659,NA,2218.7845890108,20.9191756156,NA,88
4479,Comoros,1994,NA,56.4844390244,NA,398.36636771,47.2482579411,NA,40
4480,Costa Rica,1994,NA,76.5587317073,NA,3045.4049547831,41.1323053135,NA,39
4481,Cuba,1994,NA,75.1644634146,NA,2621.1357782993,14.5361828899,NA,78
4482,Cyprus,1994,NA,77.1277073171,91.6683134056,11617.6927784249,48.0866676853,NA,59
4483,Czech Republic,1994,NA,72.9726829268,14.2408184702,4583.5844993381,38.581773024,NA,48
4484,Germany,1994,NA,76.2707317073,NA,27087.5584535617,20.9379387966,NA,44
4485,Djibouti,1994,NA,57.0436585366,NA,756.5869605447,56.0300285523,NA,87
4486,Dominica,1994,NA,NA,NA,3018.8205354937,62.7960944752,NA,27
4487,Denmark,1994,NA,75.3751219512,75.269997129,29992.2214710745,30.9046552032,NA,70
4488,Dominican Republic,1994,NA,69.4832682927,NA,1871.6674311787,41.5601483918,NA,83
4489,Algeria,1994,NA,67.6285121951,68.8616825279,1499.9840915927,26.0537125425,NA,55
4490,Ecuador,1994,NA,70.7662439024,NA,2028.1982774463,23.4979294251,NA,20
4491,"Egypt, Arab Rep.",1994,NA,66.277804878,NA,846.9980739208,28.0571428571,NA,97
